Permissions string, Octal
 -rwSr----- , 4640
 -rwSr----x , 4641
 -rwSr---w- , 4642
 -rwSr---wx , 4643
 -rwSr--r-- , 4644
 -rwSr--r-x , 4645
 -rwSr--rw- , 4646
 -rwSr--rwx , 4647
 -rwSr-x--- , 4650
 -rwSr-x--x , 4651
 -rwSr-x-w- , 4652
 -rwSr-x-wx , 4653
 -rwSr-xr-- , 4654
 -rwSr-xr-x , 4655
 -rwSr-xrw- , 4656
 -rwSr-xrwx , 4657
 -rwSrw---- , 4660
 -rwSrw---x , 4661
 -rwSrw--w- , 4662
 -rwSrw--wx , 4663
 -rwSrw-r-- , 4664
 -rwSrw-r-x , 4665
 -rwSrw-rw- , 4666
 -rwSrw-rwx , 4667
 -rwSrwx--- , 4670
 -rwSrwx--x , 4671
 -rwSrwx-w- , 4672
 -rwSrwx-wx , 4673
 -rwSrwxr-- , 4674
 -rwSrwxr-x , 4675
 -rwSrwxrw- , 4676
 -rwSrwxrwx , 4677
 -rws------ , 4700
 -rws-----x , 4701
 -rws----w- , 4702
 -rws----wx , 4703
 -rws---r-- , 4704
 -rws---r-x , 4705
 -rws---rw- , 4706
 -rws---rwx , 4707
 -rws--x--- , 4710
 -rws--x--x , 4711
 -rws--x-w- , 4712
 -rws--x-wx , 4713
 -rws--xr-- , 4714
 -rws--xr-x , 4715
 -rws--xrw- , 4716
 -rws--xrwx , 4717
 -rws-w---- , 4720
 -rws-w---x , 4721
 -rws-w--w- , 4722
 -rws-w--wx , 4723
 -rws-w-r-- , 4724
 -rws-w-r-x , 4725
 -rws-w-rw- , 4726
 -rws-w-rwx , 4727
 -rws-wx--- , 4730
 -rws-wx--x , 4731
 -rws-wx-w- , 4732
 -rws-wx-wx , 4733
 -rws-wxr-- , 4734
 -rws-wxr-x , 4735
 -rws-wxrw- , 4736
 -rws-wxrwx , 4737
 -rwsr----- , 4740
 -rwsr----x , 4741
 -rwsr---w- , 4742
 -rwsr---wx , 4743
 -rwsr--r-- , 4744
 -rwsr--r-x , 4745
 -rwsr--rw- , 4746
 -rwsr--rwx , 4747
 -rwsr-x--- , 4750
 -rwsr-x--x , 4751
 -rwsr-x-w- , 4752
 -rwsr-x-wx , 4753
 -rwsr-xr-- , 4754
 -rwsr-xr-x , 4755
 -rwsr-xrw- , 4756
 -rwsr-xrwx , 4757
 -rwsrw---- , 4760
 -rwsrw---x , 4761
 -rwsrw--w- , 4762
 -rwsrw--wx , 4763
 -rwsrw-r-- , 4764
 -rwsrw-r-x , 4765
 -rwsrw-rw- , 4766
 -rwsrw-rwx , 4767
 -rwsrwx--- , 4770
 -rwsrwx--x , 4771
 -rwsrwx-w- , 4772
 -rwsrwx-wx , 4773
 -rwsrwxr-- , 4774
 -rwsrwxr-x , 4775
 -rwsrwxrw- , 4776
 -rwsrwxrwx , 4777
 ---S-----T , 5000
 ---S-----t , 5001
 ---S----wT , 5002
 ---S----wt , 5003
 ---S---r-T , 5004
 ---S---r-t , 5005
 ---S---rwT , 5006
 ---S---rwt , 5007
 ---S--x--T , 5010
 ---S--x--t , 5011
 ---S--x-wT , 5012
 ---S--x-wt , 5013
 ---S--xr-T , 5014
 ---S--xr-t , 5015
 ---S--xrwT , 5016
 ---S--xrwt , 5017
 ---S-w---T , 5020
 ---S-w---t , 5021
 ---S-w--wT , 5022
 ---S-w--wt , 5023
 ---S-w-r-T , 5024
 ---S-w-r-t , 5025
 ---S-w-rwT , 5026
 ---S-w-rwt , 5027
 ---S-wx--T , 5030
 ---S-wx--t , 5031
 ---S-wx-wT , 5032
 ---S-wx-wt , 5033
 ---S-wxr-T , 5034
 ---S-wxr-t , 5035
 ---S-wxrwT , 5036
 ---S-wxrwt , 5037
 ---Sr----T , 5040
 ---Sr----t , 5041
 ---Sr---wT , 5042
 ---Sr---wt , 5043
 ---Sr--r-T , 5044
 ---Sr--r-t , 5045
 ---Sr--rwT , 5046
 ---Sr--rwt , 5047
 ---Sr-x--T , 5050
 ---Sr-x--t , 5051
 ---Sr-x-wT , 5052
 ---Sr-x-wt , 5053
 ---Sr-xr-T , 5054
 ---Sr-xr-t , 5055
 ---Sr-xrwT , 5056
 ---Sr-xrwt , 5057
 ---Srw---T , 5060
 ---Srw---t , 5061
 ---Srw--wT , 5062
 ---Srw--wt , 5063
 ---Srw-r-T , 5064
 ---Srw-r-t , 5065
 ---Srw-rwT , 5066
 ---Srw-rwt , 5067
 ---Srwx--T , 5070
 ---Srwx--t , 5071
 ---Srwx-wT , 5072
 ---Srwx-wt , 5073
 ---Srwxr-T , 5074
 ---Srwxr-t , 5075
 ---SrwxrwT , 5076
 ---Srwxrwt , 5077
 ---s-----T , 5100
 ---s-----t , 5101
 ---s----wT , 5102
 ---s----wt , 5103
 ---s---r-T , 5104
 ---s---r-t , 5105
 ---s---rwT , 5106
 ---s---rwt , 5107
 ---s--x--T , 5110
 ---s--x--t , 5111
 ---s--x-wT , 5112
 ---s--x-wt , 5113
 ---s--xr-T , 5114
 ---s--xr-t , 5115
 ---s--xrwT , 5116
 ---s--xrwt , 5117
 ---s-w---T , 5120
 ---s-w---t , 5121
 ---s-w--wT , 5122
 ---s-w--wt , 5123
 ---s-w-r-T , 5124
 ---s-w-r-t , 5125
 ---s-w-rwT , 5126
 ---s-w-rwt , 5127
 ---s-wx--T , 5130
 ---s-wx--t , 5131
 ---s-wx-wT , 5132
 ---s-wx-wt , 5133
 ---s-wxr-T , 5134
 ---s-wxr-t , 5135
 ---s-wxrwT , 5136
 ---s-wxrwt , 5137
 ---sr----T , 5140
 ---sr----t , 5141
 ---sr---wT , 5142
 ---sr---wt , 5143
 ---sr--r-T , 5144
 ---sr--r-t , 5145
 ---sr--rwT , 5146
 ---sr--rwt , 5147
 ---sr-x--T , 5150
 ---sr-x--t , 5151
 ---sr-x-wT , 5152
 ---sr-x-wt , 5153
 ---sr-xr-T , 5154
 ---sr-xr-t , 5155
 ---sr-xrwT , 5156
 ---sr-xrwt , 5157
 ---srw---T , 5160
 ---srw---t , 5161
 ---srw--wT , 5162
 ---srw--wt , 5163
 ---srw-r-T , 5164
 ---srw-r-t , 5165
 ---srw-rwT , 5166
 ---srw-rwt , 5167
 ---srwx--T , 5170
 ---srwx--t , 5171
 ---srwx-wT , 5172
 ---srwx-wt , 5173
 ---srwxr-T , 5174
 ---srwxr-t , 5175
 ---srwxrwT , 5176
 ---srwxrwt , 5177
 --wS-----T , 5200
 --wS-----t , 5201
 --wS----wT , 5202
 --wS----wt , 5203
 --wS---r-T , 5204
 --wS---r-t , 5205
 --wS---rwT , 5206
 --wS---rwt , 5207
 --wS--x--T , 5210
 --wS--x--t , 5211
 --wS--x-wT , 5212
 --wS--x-wt , 5213
 --wS--xr-T , 5214
 --wS--xr-t , 5215
 --wS--xrwT , 5216
 --wS--xrwt , 5217
 --wS-w---T , 5220
 --wS-w---t , 5221
 --wS-w--wT , 5222
 --wS-w--wt , 5223
 --wS-w-r-T , 5224
 --wS-w-r-t , 5225
 --wS-w-rwT , 5226
 --wS-w-rwt , 5227
 --wS-wx--T , 5230
 --wS-wx--t , 5231
 --wS-wx-wT , 5232
 --wS-wx-wt , 5233
 --wS-wxr-T , 5234
 --wS-wxr-t , 5235
 --wS-wxrwT , 5236
 --wS-wxrwt , 5237
 --wSr----T , 5240
 --wSr----t , 5241
 --wSr---wT , 5242
 --wSr---wt , 5243
 --wSr--r-T , 5244
 --wSr--r-t , 5245
 --wSr--rwT , 5246
 --wSr--rwt , 5247
 --wSr-x--T , 5250
 --wSr-x--t , 5251
 --wSr-x-wT , 5252
 --wSr-x-wt , 5253
 --wSr-xr-T , 5254
 --wSr-xr-t , 5255
 --wSr-xrwT , 5256
 --wSr-xrwt , 5257
 --wSrw---T , 5260
 --wSrw---t , 5261
 --wSrw--wT , 5262
 --wSrw--wt , 5263
 --wSrw-r-T , 5264
 --wSrw-r-t , 5265
 --wSrw-rwT , 5266
 --wSrw-rwt , 5267
 --wSrwx--T , 5270
 --wSrwx--t , 5271
 --wSrwx-wT , 5272
 --wSrwx-wt , 5273
 --wSrwxr-T , 5274
 --wSrwxr-t , 5275
 --wSrwxrwT , 5276
 --wSrwxrwt , 5277
 --ws-----T , 5300
 --ws-----t , 5301
 --ws----wT , 5302
 --ws----wt , 5303
 --ws---r-T , 5304
 --ws---r-t , 5305
 --ws---rwT , 5306
 --ws---rwt , 5307
 --ws--x--T , 5310
 --ws--x--t , 5311
 --ws--x-wT , 5312
 --ws--x-wt , 5313
 --ws--xr-T , 5314
 --ws--xr-t , 5315
 --ws--xrwT , 5316
 --ws--xrwt , 5317
 --ws-w---T , 5320
 --ws-w---t , 5321
 --ws-w--wT , 5322
 --ws-w--wt , 5323
 --ws-w-r-T , 5324
 --ws-w-r-t , 5325
 --ws-w-rwT , 5326
 --ws-w-rwt , 5327
 --ws-wx--T , 5330
 --ws-wx--t , 5331
 --ws-wx-wT , 5332
 --ws-wx-wt , 5333
 --ws-wxr-T , 5334
 --ws-wxr-t , 5335
 --ws-wxrwT , 5336
 --ws-wxrwt , 5337
 --wsr----T , 5340
 --wsr----t , 5341
 --wsr---wT , 5342
 --wsr---wt , 5343
 --wsr--r-T , 5344
 --wsr--r-t , 5345
 --wsr--rwT , 5346
 --wsr--rwt , 5347
 --wsr-x--T , 5350
 --wsr-x--t , 5351
 --wsr-x-wT , 5352
 --wsr-x-wt , 5353
 --wsr-xr-T , 5354
 --wsr-xr-t , 5355
 --wsr-xrwT , 5356
 --wsr-xrwt , 5357
 --wsrw---T , 5360
 --wsrw---t , 5361
 --wsrw--wT , 5362
 --wsrw--wt , 5363
 --wsrw-r-T , 5364
 --wsrw-r-t , 5365
 --wsrw-rwT , 5366
 --wsrw-rwt , 5367
 --wsrwx--T , 5370
 --wsrwx--t , 5371
 --wsrwx-wT , 5372
 --wsrwx-wt , 5373
 --wsrwxr-T , 5374
 --wsrwxr-t , 5375
 --wsrwxrwT , 5376
 --wsrwxrwt , 5377
 -r-S-----T , 5400
 -r-S-----t , 5401
 -r-S----wT , 5402
 -r-S----wt , 5403
 -r-S---r-T , 5404
 -r-S---r-t , 5405
 -r-S---rwT , 5406
 -r-S---rwt , 5407
 -r-S--x--T , 5410
 -r-S--x--t , 5411
 -r-S--x-wT , 5412
 -r-S--x-wt , 5413
 -r-S--xr-T , 5414
 -r-S--xr-t , 5415
 -r-S--xrwT , 5416
 -r-S--xrwt , 5417
 -r-S-w---T , 5420
 -r-S-w---t , 5421
 -r-S-w--wT , 5422
 -r-S-w--wt , 5423
 -r-S-w-r-T , 5424
 -r-S-w-r-t , 5425
 -r-S-w-rwT , 5426
 -r-S-w-rwt , 5427
 -r-S-wx--T , 5430
 -r-S-wx--t , 5431
 -r-S-wx-wT , 5432
 -r-S-wx-wt , 5433
 -r-S-wxr-T , 5434
 -r-S-wxr-t , 5435
 -r-S-wxrwT , 5436
 -r-S-wxrwt , 5437
 -r-Sr----T , 5440
 -r-Sr----t , 5441
 -r-Sr---wT , 5442
 -r-Sr---wt , 5443
 -r-Sr--r-T , 5444
 -r-Sr--r-t , 5445
 -r-Sr--rwT , 5446
 -r-Sr--rwt , 5447
 -r-Sr-x--T , 5450
 -r-Sr-x--t , 5451
 -r-Sr-x-wT , 5452
 -r-Sr-x-wt , 5453
 -r-Sr-xr-T , 5454
 -r-Sr-xr-t , 5455
 -r-Sr-xrwT , 5456
 -r-Sr-xrwt , 5457
 -r-Srw---T , 5460
 -r-Srw---t , 5461
 -r-Srw--wT , 5462
 -r-Srw--wt , 5463
 -r-Srw-r-T , 5464
 -r-Srw-r-t , 5465
 -r-Srw-rwT , 5466
 -r-Srw-rwt , 5467
 -r-Srwx--T , 5470
 -r-Srwx--t , 5471
 -r-Srwx-wT , 5472
 -r-Srwx-wt , 5473
 -r-Srwxr-T , 5474
 -r-Srwxr-t , 5475
 -r-SrwxrwT , 5476
 -r-Srwxrwt , 5477
 -r-s-----T , 5500
 -r-s-----t , 5501
 -r-s----wT , 5502
 -r-s----wt , 5503
 -r-s---r-T , 5504
 -r-s---r-t , 5505
 -r-s---rwT , 5506
 -r-s---rwt , 5507
 -r-s--x--T , 5510
 -r-s--x--t , 5511
 -r-s--x-wT , 5512
 -r-s--x-wt , 5513
 -r-s--xr-T , 5514
 -r-s--xr-t , 5515
 -r-s--xrwT , 5516
 -r-s--xrwt , 5517
 -r-s-w---T , 5520
 -r-s-w---t , 5521
 -r-s-w--wT , 5522
 -r-s-w--wt , 5523
 -r-s-w-r-T , 5524
 -r-s-w-r-t , 5525
 -r-s-w-rwT , 5526
 -r-s-w-rwt , 5527
 -r-s-wx--T , 5530
 -r-s-wx--t , 5531
 -r-s-wx-wT , 5532
 -r-s-wx-wt , 5533
 -r-s-wxr-T , 5534
 -r-s-wxr-t , 5535
 -r-s-wxrwT , 5536
 -r-s-wxrwt , 5537
 -r-sr----T , 5540
 -r-sr----t , 5541
 -r-sr---wT , 5542
 -r-sr---wt , 5543
 -r-sr--r-T , 5544
 -r-sr--r-t , 5545
 -r-sr--rwT , 5546
 -r-sr--rwt , 5547
 -r-sr-x--T , 5550
 -r-sr-x--t , 5551
 -r-sr-x-wT , 5552
 -r-sr-x-wt , 5553
 -r-sr-xr-T , 5554
 -r-sr-xr-t , 5555
 -r-sr-xrwT , 5556
 -r-sr-xrwt , 5557
 -r-srw---T , 5560
 -r-srw---t , 5561
 -r-srw--wT , 5562
 -r-srw--wt , 5563
 -r-srw-r-T , 5564
 -r-srw-r-t , 5565
 -r-srw-rwT , 5566
 -r-srw-rwt , 5567
 -r-srwx--T , 5570
 -r-srwx--t , 5571
 -r-srwx-wT , 5572
 -r-srwx-wt , 5573
 -r-srwxr-T , 5574
 -r-srwxr-t , 5575
 -r-srwxrwT , 5576
 -r-srwxrwt , 5577
 -rwS-----T , 5600
 -rwS-----t , 5601
 -rwS----wT , 5602
 -rwS----wt , 5603
 -rwS---r-T , 5604
 -rwS---r-t , 5605
 -rwS---rwT , 5606
 -rwS---rwt , 5607
 -rwS--x--T , 5610
 -rwS--x--t , 5611
 -rwS--x-wT , 5612
 -rwS--x-wt , 5613
 -rwS--xr-T , 5614
 -rwS--xr-t , 5615
 -rwS--xrwT , 5616
 -rwS--xrwt , 5617
 -rwS-w---T , 5620
 -rwS-w---t , 5621
 -rwS-w--wT , 5622
 -rwS-w--wt , 5623
 -rwS-w-r-T , 5624
 -rwS-w-r-t , 5625
 -rwS-w-rwT , 5626
 -rwS-w-rwt , 5627
 -rwS-wx--T , 5630
 -rwS-wx--t , 5631
 -rwS-wx-wT , 5632
 -rwS-wx-wt , 5633
 -rwS-wxr-T , 5634
 -rwS-wxr-t , 5635
 -rwS-wxrwT , 5636
 -rwS-wxrwt , 5637
 -rwSr----T , 5640
 -rwSr----t , 5641
 -rwSr---wT , 5642
 -rwSr---wt , 5643
 -rwSr--r-T , 5644
 -rwSr--r-t , 5645
 -rwSr--rwT , 5646
 -rwSr--rwt , 5647
 -rwSr-x--T , 5650
 -rwSr-x--t , 5651
 -rwSr-x-wT , 5652
 -rwSr-x-wt , 5653
 -rwSr-xr-T , 5654
 -rwSr-xr-t , 5655
 -rwSr-xrwT , 5656
 -rwSr-xrwt , 5657
 -rwSrw---T , 5660
 -rwSrw---t , 5661
 -rwSrw--wT , 5662
 -rwSrw--wt , 5663
 -rwSrw-r-T , 5664
 -rwSrw-r-t , 5665
 -rwSrw-rwT , 5666
 -rwSrw-rwt , 5667
 -rwSrwx--T , 5670
 -rwSrwx--t , 5671
 -rwSrwx-wT , 5672
 -rwSrwx-wt , 5673
 -rwSrwxr-T , 5674
 -rwSrwxr-t , 5675
 -rwSrwxrwT , 5676
 -rwSrwxrwt , 5677
 -rws-----T , 5700
 -rws-----t , 5701
 -rws----wT , 5702
 -rws----wt , 5703
 -rws---r-T , 5704
 -rws---r-t , 5705
 -rws---rwT , 5706
 -rws---rwt , 5707
 -rws--x--T , 5710
 -rws--x--t , 5711
 -rws--x-wT , 5712
 -rws--x-wt , 5713
 -rws--xr-T , 5714
 -rws--xr-t , 5715
 -rws--xrwT , 5716
 -rws--xrwt , 5717
 -rws-w---T , 5720
 -rws-w---t , 5721
 -rws-w--wT , 5722
 -rws-w--wt , 5723
 -rws-w-r-T , 5724
 -rws-w-r-t , 5725
 -rws-w-rwT , 5726
 -rws-w-rwt , 5727
 -rws-wx--T , 5730
 -rws-wx--t , 5731
 -rws-wx-wT , 5732
 -rws-wx-wt , 5733
 -rws-wxr-T , 5734
 -rws-wxr-t , 5735
 -rws-wxrwT , 5736
 -rws-wxrwt , 5737
 -rwsr----T , 5740
 -rwsr----t , 5741
 -rwsr---wT , 5742
 -rwsr---wt , 5743
 -rwsr--r-T , 5744
 -rwsr--r-t , 5745
 -rwsr--rwT , 5746
 -rwsr--rwt , 5747
 -rwsr-x--T , 5750
 -rwsr-x--t , 5751
 -rwsr-x-wT , 5752
 -rwsr-x-wt , 5753
 -rwsr-xr-T , 5754
 -rwsr-xr-t , 5755
 -rwsr-xrwT , 5756
 -rwsr-xrwt , 5757
 -rwsrw---T , 5760
 -rwsrw---t , 5761
 -rwsrw--wT , 5762
 -rwsrw--wt , 5763
 -rwsrw-r-T , 5764
 -rwsrw-r-t , 5765
 -rwsrw-rwT , 5766
 -rwsrw-rwt , 5767
 -rwsrwx--T , 5770
 -rwsrwx--t , 5771
 -rwsrwx-wT , 5772
 -rwsrwx-wt , 5773
 -rwsrwxr-T , 5774
 -rwsrwxr-t , 5775
 -rwsrwxrwT , 5776
 -rwsrwxrwt , 5777
 ---S--S--- , 6000
 ---S--S--x , 6001
 ---S--S-w- , 6002
 ---S--S-wx , 6003
 ---S--Sr-- , 6004
 ---S--Sr-x , 6005
 ---S--Srw- , 6006
 ---S--Srwx , 6007
 ---S--s--- , 6010
 ---S--s--x , 6011
 ---S--s-w- , 6012
 ---S--s-wx , 6013
 ---S--sr-- , 6014
 ---S--sr-x , 6015
 ---S--srw- , 6016
 ---S--srwx , 6017
 ---S-wS--- , 6020
 ---S-wS--x , 6021
 ---S-wS-w- , 6022
 ---S-wS-wx , 6023
 ---S-wSr-- , 6024
 ---S-wSr-x , 6025
 ---S-wSrw- , 6026
 ---S-wSrwx , 6027
 ---S-ws--- , 6030
 ---S-ws--x , 6031
 ---S-ws-w- , 6032
 ---S-ws-wx , 6033
 ---S-wsr-- , 6034
 ---S-wsr-x , 6035
 ---S-wsrw- , 6036
 ---S-wsrwx , 6037
 ---Sr-S--- , 6040
 ---Sr-S--x , 6041
 ---Sr-S-w- , 6042
 ---Sr-S-wx , 6043
 ---Sr-Sr-- , 6044
 ---Sr-Sr-x , 6045
 ---Sr-Srw- , 6046
 ---Sr-Srwx , 6047
 ---Sr-s--- , 6050
 ---Sr-s--x , 6051
 ---Sr-s-w- , 6052
 ---Sr-s-wx , 6053
 ---Sr-sr-- , 6054
 ---Sr-sr-x , 6055
 ---Sr-srw- , 6056
 ---Sr-srwx , 6057
 ---SrwS--- , 6060
 ---SrwS--x , 6061
 ---SrwS-w- , 6062
 ---SrwS-wx , 6063
 ---SrwSr-- , 6064
 ---SrwSr-x , 6065
 ---SrwSrw- , 6066
 ---SrwSrwx , 6067
 ---Srws--- , 6070
 ---Srws--x , 6071
 ---Srws-w- , 6072
 ---Srws-wx , 6073
 ---Srwsr-- , 6074
 ---Srwsr-x , 6075
 ---Srwsrw- , 6076
 ---Srwsrwx , 6077
 ---s--S--- , 6100
 ---s--S--x , 6101
 ---s--S-w- , 6102
 ---s--S-wx , 6103
 ---s--Sr-- , 6104
 ---s--Sr-x , 6105
 ---s--Srw- , 6106
 ---s--Srwx , 6107
 ---s--s--- , 6110
 ---s--s--x , 6111
 ---s--s-w- , 6112
 ---s--s-wx , 6113
 ---s--sr-- , 6114
 ---s--sr-x , 6115
 ---s--srw- , 6116
 ---s--srwx , 6117
 ---s-wS--- , 6120
 ---s-wS--x , 6121
 ---s-wS-w- , 6122
 ---s-wS-wx , 6123
 ---s-wSr-- , 6124
 ---s-wSr-x , 6125
 ---s-wSrw- , 6126
 ---s-wSrwx , 6127
 ---s-ws--- , 6130
 ---s-ws--x , 6131
 ---s-ws-w- , 6132
 ---s-ws-wx , 6133
 ---s-wsr-- , 6134
 ---s-wsr-x , 6135
 ---s-wsrw- , 6136
 ---s-wsrwx , 6137
 ---sr-S--- , 6140
 ---sr-S--x , 6141
 ---sr-S-w- , 6142
 ---sr-S-wx , 6143
 ---sr-Sr-- , 6144
 ---sr-Sr-x , 6145
 ---sr-Srw- , 6146
 ---sr-Srwx , 6147
 ---sr-s--- , 6150
 ---sr-s--x , 6151
 ---sr-s-w- , 6152
 ---sr-s-wx , 6153
 ---sr-sr-- , 6154
 ---sr-sr-x , 6155
 ---sr-srw- , 6156
 ---sr-srwx , 6157
 ---srwS--- , 6160
 ---srwS--x , 6161
 ---srwS-w- , 6162
 ---srwS-wx , 6163
 ---srwSr-- , 6164
 ---srwSr-x , 6165
 ---srwSrw- , 6166
 ---srwSrwx , 6167
 ---srws--- , 6170
 ---srws--x , 6171
 ---srws-w- , 6172
 ---srws-wx , 6173
 ---srwsr-- , 6174
 ---srwsr-x , 6175
 ---srwsrw- , 6176
 ---srwsrwx , 6177
 --wS--S--- , 6200
 --wS--S--x , 6201
 --wS--S-w- , 6202
 --wS--S-wx , 6203
 --wS--Sr-- , 6204
 --wS--Sr-x , 6205
 --wS--Srw- , 6206
 --wS--Srwx , 6207
 --wS--s--- , 6210
 --wS--s--x , 6211
 --wS--s-w- , 6212
 --wS--s-wx , 6213
 --wS--sr-- , 6214
 --wS--sr-x , 6215
 --wS--srw- , 6216
 --wS--srwx , 6217
 --wS-wS--- , 6220
 --wS-wS--x , 6221
 --wS-wS-w- , 6222
 --wS-wS-wx , 6223
 --wS-wSr-- , 6224
 --wS-wSr-x , 6225
 --wS-wSrw- , 6226
 --wS-wSrwx , 6227
 --wS-ws--- , 6230
 --wS-ws--x , 6231
 --wS-ws-w- , 6232
 --wS-ws-wx , 6233
 --wS-wsr-- , 6234
 --wS-wsr-x , 6235
 --wS-wsrw- , 6236
 --wS-wsrwx , 6237
 --wSr-S--- , 6240
 --wSr-S--x , 6241
 --wSr-S-w- , 6242
 --wSr-S-wx , 6243
 --wSr-Sr-- , 6244
 --wSr-Sr-x , 6245
 --wSr-Srw- , 6246
 --wSr-Srwx , 6247
 --wSr-s--- , 6250
 --wSr-s--x , 6251
 --wSr-s-w- , 6252
 --wSr-s-wx , 6253
 --wSr-sr-- , 6254
 --wSr-sr-x , 6255
 --wSr-srw- , 6256
 --wSr-srwx , 6257
 --wSrwS--- , 6260
 --wSrwS--x , 6261
 --wSrwS-w- , 6262
 --wSrwS-wx , 6263
 --wSrwSr-- , 6264
 --wSrwSr-x , 6265
 --wSrwSrw- , 6266
 --wSrwSrwx , 6267
 --wSrws--- , 6270
 --wSrws--x , 6271
 --wSrws-w- , 6272
 --wSrws-wx , 6273
 --wSrwsr-- , 6274
 --wSrwsr-x , 6275
 --wSrwsrw- , 6276
 --wSrwsrwx , 6277
 --ws--S--- , 6300
 --ws--S--x , 6301
 --ws--S-w- , 6302
 --ws--S-wx , 6303
 --ws--Sr-- , 6304
 --ws--Sr-x , 6305
 --ws--Srw- , 6306
 --ws--Srwx , 6307
 --ws--s--- , 6310
 --ws--s--x , 6311
 --ws--s-w- , 6312
 --ws--s-wx , 6313
 --ws--sr-- , 6314
 --ws--sr-x , 6315
 --ws--srw- , 6316
 --ws--srwx , 6317
 --ws-wS--- , 6320
 --ws-wS--x , 6321
 --ws-wS-w- , 6322
 --ws-wS-wx , 6323
 --ws-wSr-- , 6324
 --ws-wSr-x , 6325
 --ws-wSrw- , 6326
 --ws-wSrwx , 6327
 --ws-ws--- , 6330
 --ws-ws--x , 6331
 --ws-ws-w- , 6332
 --ws-ws-wx , 6333
 --ws-wsr-- , 6334
 --ws-wsr-x , 6335
 --ws-wsrw- , 6336
 --ws-wsrwx , 6337
 --wsr-S--- , 6340
 --wsr-S--x , 6341
 --wsr-S-w- , 6342
 --wsr-S-wx , 6343
 --wsr-Sr-- , 6344
 --wsr-Sr-x , 6345
 --wsr-Srw- , 6346
 --wsr-Srwx , 6347
 --wsr-s--- , 6350
 --wsr-s--x , 6351
 --wsr-s-w- , 6352
 --wsr-s-wx , 6353
 --wsr-sr-- , 6354
 --wsr-sr-x , 6355
 --wsr-srw- , 6356
 --wsr-srwx , 6357
 --wsrwS--- , 6360
 --wsrwS--x , 6361
 --wsrwS-w- , 6362
 --wsrwS-wx , 6363
 --wsrwSr-- , 6364
 --wsrwSr-x , 6365
 --wsrwSrw- , 6366
 --wsrwSrwx , 6367
 --wsrws--- , 6370
 --wsrws--x , 6371
 --wsrws-w- , 6372
 --wsrws-wx , 6373
 --wsrwsr-- , 6374
 --wsrwsr-x , 6375
 --wsrwsrw- , 6376
 --wsrwsrwx , 6377
 -r-S--S--- , 6400
 -r-S--S--x , 6401
 -r-S--S-w- , 6402
 -r-S--S-wx , 6403
 -r-S--Sr-- , 6404
 -r-S--Sr-x , 6405
 -r-S--Srw- , 6406
 -r-S--Srwx , 6407
 -r-S--s--- , 6410
 -r-S--s--x , 6411
 -r-S--s-w- , 6412
 -r-S--s-wx , 6413
 -r-S--sr-- , 6414
 -r-S--sr-x , 6415
 -r-S--srw- , 6416
 -r-S--srwx , 6417
 -r-S-wS--- , 6420
 -r-S-wS--x , 6421
 -r-S-wS-w- , 6422
 -r-S-wS-wx , 6423
 -r-S-wSr-- , 6424
 -r-S-wSr-x , 6425
 -r-S-wSrw- , 6426
 -r-S-wSrwx , 6427
 -r-S-ws--- , 6430
 -r-S-ws--x , 6431
 -r-S-ws-w- , 6432
 -r-S-ws-wx , 6433
 -r-S-wsr-- , 6434
 -r-S-wsr-x , 6435
 -r-S-wsrw- , 6436
 -r-S-wsrwx , 6437
 -r-Sr-S--- , 6440
 -r-Sr-S--x , 6441
 -r-Sr-S-w- , 6442
 -r-Sr-S-wx , 6443
 -r-Sr-Sr-- , 6444
 -r-Sr-Sr-x , 6445
 -r-Sr-Srw- , 6446
 -r-Sr-Srwx , 6447
 -r-Sr-s--- , 6450
 -r-Sr-s--x , 6451
 -r-Sr-s-w- , 6452
 -r-Sr-s-wx , 6453
 -r-Sr-sr-- , 6454
 -r-Sr-sr-x , 6455
 -r-Sr-srw- , 6456
 -r-Sr-srwx , 6457
 -r-SrwS--- , 6460
 -r-SrwS--x , 6461
 -r-SrwS-w- , 6462
 -r-SrwS-wx , 6463
 -r-SrwSr-- , 6464
 -r-SrwSr-x , 6465
 -r-SrwSrw- , 6466
 -r-SrwSrwx , 6467
 -r-Srws--- , 6470
 -r-Srws--x , 6471
 -r-Srws-w- , 6472
 -r-Srws-wx , 6473
 -r-Srwsr-- , 6474
 -r-Srwsr-x , 6475
 -r-Srwsrw- , 6476
 -r-Srwsrwx , 6477
 -r-s--S--- , 6500
 -r-s--S--x , 6501
 -r-s--S-w- , 6502
 -r-s--S-wx , 6503
 -r-s--Sr-- , 6504
 -r-s--Sr-x , 6505
 -r-s--Srw- , 6506
 -r-s--Srwx , 6507
 -r-s--s--- , 6510
 -r-s--s--x , 6511
 -r-s--s-w- , 6512
 -r-s--s-wx , 6513
 -r-s--sr-- , 6514
 -r-s--sr-x , 6515
 -r-s--srw- , 6516
 -r-s--srwx , 6517
 -r-s-wS--- , 6520
 -r-s-wS--x , 6521
 -r-s-wS-w- , 6522
 -r-s-wS-wx , 6523
 -r-s-wSr-- , 6524
 -r-s-wSr-x , 6525
 -r-s-wSrw- , 6526
 -r-s-wSrwx , 6527
 -r-s-ws--- , 6530
 -r-s-ws--x , 6531
 -r-s-ws-w- , 6532
 -r-s-ws-wx , 6533
 -r-s-wsr-- , 6534
 -r-s-wsr-x , 6535
